_k0ra,Abo0odi9,1,0.012658228
_k0ra,AhmdAFC,1,0.012658228
_k0ra,AlShababSaudiFC,4,0.050632911
_k0ra,amsh75,1,0.012658228
_k0ra,azooozi86,1,0.012658228
_k0ra,dddddrrrrr5577,1,0.012658228
_k0ra,eimy_9,1,0.012658228
_k0ra,gulfsport1,1,0.012658228
_k0ra,hajbi86,1,0.012658228
_k0ra,Hwsh1434,1,0.012658228
_k0ra,jaber_18,1,0.012658228
_k0ra,jemmy166,1,0.012658228
_k0ra,karam_s1,1,0.012658228
_k0ra,Kingdomradar,1,0.012658228
_k0ra,MAJEDALKHELAIFI,1,0.012658228
_k0ra,Mechanic1553,1,0.012658228
_k0ra,RO7alheilal,1,0.012658228
_k0ra,salman_alodah,1,0.012658228
_k0ra,u_bing,3,0.037974684
ab_raddadi,AbAmri,1,0.012658228
ab_raddadi,AbdulSadoun,1,0.012658228
ab_raddadi,aleissaahmed,1,0.012658228
ab_raddadi,aleqtisadiah,2,0.025316456
ab_raddadi,alnassr_news,1,0.012658228
ab_raddadi,ArgaamIM,1,0.012658228
ab_raddadi,CNBCArabia,3,0.037974684
ab_raddadi,fahadzayed1,1,0.012658228
ab_raddadi,FahdAlshaya,1,0.012658228
ab_raddadi,IbrahimSubaihen,1,0.012658228
ab_raddadi,JaberNaffa,1,0.012658228
ab_raddadi,Joe_HAWA1,1,0.012658228
ab_raddadi,KFMC_RIYADH,2,0.025316456
ab_raddadi,MAEJD_1,1,0.012658228
ab_raddadi,News_medina,1,0.012658228
ab_raddadi,NOoOor_east,1,0.012658228
ab_raddadi,Qasem_aljuhani,2,0.025316456
ab_raddadi,r_alfowzan,1,0.012658228
ab_raddadi,raddadi_sara,1,0.012658228
ab_raddadi,Taqs_als3ees,1,0.012658228
ab_raddadi,TopSaudiNews,1,0.012658228
ab_raddadi,WorldArt_,1,0.012658228
ab_raddadi,YasserAlofi,1,0.012658228
abualayham,_UrselfUrlife,1,0.012658228
abualayham,al3raabq8q8,2,0.025316456
abualayham,alsha3rawy,1,0.012658228
abualayham,altatwer,1,0.012658228
abualayham,CheerYourself,12,0.151898734
abualayham,Dr_alqarnee,1,0.012658228
abualayham,drmnouh,1,0.012658228
abualayham,EH3H,10,0.126582278
abualayham,Facts31,1,0.012658228
abualayham,Factsunk,1,0.012658228
abualayham,Facwow,1,0.012658228
abualayham,FctCO,3,0.037974684
abualayham,heekmh,2,0.025316456
abualayham,Ho,1,0.012658228
abualayham,ht3lm,1,0.012658228
abualayham,JustFact8,1,0.012658228
abualayham,kasimf,1,0.012658228
abualayham,mishari_alafasy,2,0.025316456
abualayham,News_Aleen,2,0.025316456
abualayham,PRINCE2PROJECT,1,0.012658228
abualayham,tareeq_alhaq_,1,0.012658228
abualayham,TareqAlSuwaidan,1,0.012658228
abualayham,tatweirco,22,0.278481013
abualayham,TatwerBlog,1,0.012658228
abualayham,womnandman,1,0.012658228
Abukhattab2012,1_Rasmiah,1,0.012658228
Abukhattab2012,5N_q8,2,0.025316456
Abukhattab2012,A2099Azoz,1,0.012658228
Abukhattab2012,A5LEES,1,0.012658228
Abukhattab2012,abooodp8,2,0.025316456
Abukhattab2012,AboShla5Libraly,1,0.012658228
Abukhattab2012,AktharMshahda,2,0.025316456
Abukhattab2012,AkthrMshahda,1,0.012658228
Abukhattab2012,ALMRISEUL,1,0.012658228
Abukhattab2012,Alra3eQ8,2,0.025316456
