_k0ra,Abo0odi9,1,0.0101010101010101
_k0ra,AhmdAFC,1,0.0101010101010101
_k0ra,AlShababSaudiFC,4,0.0404040404040404
_k0ra,amsh75,1,0.0101010101010101
_k0ra,azooozi86,1,0.0101010101010101
_k0ra,dddddrrrrr5577,1,0.0101010101010101
_k0ra,eimy_9,1,0.0101010101010101
_k0ra,gulfsport1,1,0.0101010101010101
_k0ra,hajbi86,1,0.0101010101010101
_k0ra,Hwsh1434,1,0.0101010101010101
_k0ra,jaber_18,1,0.0101010101010101
_k0ra,jemmy166,1,0.0101010101010101
_k0ra,karam_s1,1,0.0101010101010101
_k0ra,Kingdomradar,1,0.0101010101010101
_k0ra,MAJEDALKHELAIFI,1,0.0101010101010101
_k0ra,Mechanic1553,1,0.0101010101010101
_k0ra,RO7alheilal,1,0.0101010101010101
_k0ra,salman_alodah,1,0.0101010101010101
_k0ra,u_bing,3,0.0303030303030303
03903181d9ca440,albab1122,1,0.0101010101010101
03903181d9ca440,alhaidal,1,0.0101010101010101
03903181d9ca440,Arabi21News,1,0.0101010101010101
03903181d9ca440,Dr_3yOoN,1,0.0101010101010101
03903181d9ca440,Dr3_iTTi,1,0.0101010101010101
03903181d9ca440,DrAlnefisi,1,0.0101010101010101
03903181d9ca440,hd6774,1,0.0101010101010101
03903181d9ca440,IQsunni,1,0.0101010101010101
03903181d9ca440,kateb11_2010,2,0.0202020202020202
03903181d9ca440,mastafa302,1,0.0101010101010101
03903181d9ca440,momen_rev1,1,0.0101010101010101
03903181d9ca440,Sana_lraq1,1,0.0101010101010101
03903181d9ca440,SYRIA_GID,1,0.0101010101010101
03903181d9ca440,talibanmistakes,1,0.0101010101010101
12po0,1957Royal,1,0.0101010101010101
12po0,3tamime,4,0.0404040404040404
12po0,aboshadah2010,1,0.0101010101010101
12po0,adnan730,5,0.0505050505050505
12po0,aldawood,1,0.0101010101010101
12po0,aliss2040_a111,1,0.0101010101010101
12po0,almalkitalal,4,0.0404040404040404
12po0,alz3eema_,21,0.212121212121212
12po0,An_141,1,0.0101010101010101
12po0,axhxmxaxdx,16,0.161616161616162
12po0,Beautylover77,1,0.0101010101010101
12po0,er_n6,1,0.0101010101010101
12po0,Helal_1957,1,0.0101010101010101
12po0,hlali_1409,1,0.0101010101010101
12po0,hossan361,4,0.0404040404040404
12po0,I_mohdiary,2,0.0202020202020202
12po0,i_turki90,1,0.0101010101010101
12po0,Kaled_899,1,0.0101010101010101
12po0,Mr_Alhilal9,1,0.0101010101010101
12po0,msdmrrsk,1,0.0101010101010101
12po0,naeimalbakr,3,0.0303030303030303
12po0,Romantek1H,2,0.0202020202020202
12po0,Rtoat_Alhilall,3,0.0303030303030303
12po0,sami14S9,1,0.0101010101010101
12po0,Shossh1,13,0.131313131313131
4u_Project1,4u_Photos,2,0.0202020202020202
4u_Project1,dooratcom,1,0.0101010101010101
7keemM,3ajel_News,1,0.0101010101010101
7keemM,AbAmri,2,0.0202020202020202
7keemM,abdullahalzkri,1,0.0101010101010101
7keemM,Abegsorg,3,0.0303030303030303
7keemM,Abu_Mashhour,1,0.0101010101010101
7keemM,abuabdelelah,2,0.0202020202020202
7keemM,ahalmoneef,2,0.0202020202020202
7keemM,AlangariM,1,0.0101010101010101
7keemM,AlArabiya,1,0.0101010101010101
7keemM,alghaneam,1,0.0101010101010101
7keemM,almodifer,2,0.0202020202020202
7keemM,An_141,1,0.0101010101010101
7keemM,ArtMonif,9,0.0909090909090909
7keemM,AS_alosaimi,1,0.0101010101010101
7keemM,Barjasbh,1,0.0101010101010101
7keemM,bcb1405,1,0.0101010101010101
7keemM,d_naser_m,1,0.0101010101010101
7keemM,EssamAlfraih,1,0.0101010101010101
7keemM,gestensa,1,0.0101010101010101
7keemM,hishamAlquohi,1,0.0101010101010101
7keemM,Jaddedavkark,1,0.0101010101010101
7keemM,ketabei,2,0.0202020202020202
7keemM,KhalidAlasim,3,0.0303030303030303
7keemM,KhalidMAlDrees,1,0.0101010101010101
7keemM,Louis_braille77,1,0.0101010101010101
7keemM,malhassan1984,1,0.0101010101010101
7keemM,masdar_saudi,1,0.0101010101010101
7keemM,mbalilah,2,0.0202020202020202
7keemM,MCS_Spokesman,1,0.0101010101010101
7keemM,medina_kids,1,0.0101010101010101
7keemM,mishaldebeyanj,1,0.0101010101010101
7keemM,nafaalnafa,1,0.0101010101010101
7keemM,Naif_AlRammah,14,0.141414141414141
7keemM,p_coellho,1,0.0101010101010101
7keemM,Q8todaynet,1,0.0101010101010101
7keemM,qunaibet,1,0.0101010101010101
7keemM,Sa7ichannel,1,0.0101010101010101
7keemM,saleh1313,1,0.0101010101010101
7keemM,saudiinusa,2,0.0202020202020202
7keemM,SaudiNews50,1,0.0101010101010101
7keemM,sccary0,1,0.0101010101010101
7keemM,sultannajed,1,0.0101010101010101
7keemM,swailem1,1,0.0101010101010101
7keemM,Talhabeeb,2,0.0202020202020202
7keemM,tariqalhidary,3,0.0303030303030303
7keemM,TaxiDammam1,1,0.0101010101010101
7keemM,tenorbuds,3,0.0303030303030303
7keemM,VPicV,3,0.0303030303030303
7keemM,WMUPDP,13,0.131313131313131
7r8fdFX1EJHNdhY,__m_n_o__,1,0.0101010101010101
7r8fdFX1EJHNdhY,a_asyadogan,1,0.0101010101010101
7r8fdFX1EJHNdhY,abdullatifmoh,1,0.0101010101010101
7r8fdFX1EJHNdhY,abyat_she3er,3,0.0303030303030303
7r8fdFX1EJHNdhY,AddisonStevens2,2,0.0202020202020202
7r8fdFX1EJHNdhY,adeelotb,1,0.0101010101010101
7r8fdFX1EJHNdhY,Aimantoon,1,0.0101010101010101
7r8fdFX1EJHNdhY,AlMasryAlYoum,1,0.0101010101010101
7r8fdFX1EJHNdhY,almgahd666,2,0.0202020202020202
7r8fdFX1EJHNdhY,alraqione,1,0.0101010101010101
7r8fdFX1EJHNdhY,amonaa93,1,0.0101010101010101
7r8fdFX1EJHNdhY,ansan_mzaagge,1,0.0101010101010101
7r8fdFX1EJHNdhY,asa566799558,1,0.0101010101010101
7r8fdFX1EJHNdhY,azbjka,1,0.0101010101010101
7r8fdFX1EJHNdhY,BM__w199,1,0.0101010101010101
7r8fdFX1EJHNdhY,cerezi07,1,0.0101010101010101
